total_cup_points,species,owner,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,producer,processing_method2,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
80.17,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,planta procesadora sebaco,exportadora atlantic s.a,2,kg,275,jinotega,Sheldom La rue,Washed / Wet,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0.11,0,0,NA,2,"April 23rd, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1100,1275,1187.5
80.17,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,cadexsa,1,kg,275,marcala,Jose Omar Acosta,Washed / Wet,Instituto Hondureño del Café,2015,"January 26th, 2015",CADEXSA,Catuai,Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,0.11,0,0,Green,0,"January 26th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400,1400,1400
80.17,Arabica,juan luis alvarado romero,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,ROBERTO MONTERROSO,Washed / Wet,Asociacion Nacional Del Café,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0.11,0,0,Green,2,"August 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
80.17,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",alcafe s.a. de c.v,café katsina,1,kg,20,coatepec,PABLO ENRIQUE MARTINEZ GAMA,Washed / Wet,AMECAFE,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,0.11,0,0,Green,2,"October 9th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
80.17,Arabica,israel eduardo paz garcia,Mexico,el carrizo,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,15,zaragoza itundujia,CIRILO JOSE JOSE,Washed / Wet,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,0.14,1,0,Green,2,"September 13th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550,1550,1550
80.17,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,1,kg,15,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,Washed / Wet,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,0.12,0,0,Green,12,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000,1000,1000
80.17,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,AGROPECUARIA QUIAGRAL,Washed / Wet,Asociacion Nacional Del Café,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0.11,0,0,Green,5,"May 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
80.08,Arabica,brayan cunha souza,Brazil,NA,cafeco 3,carmo coffees,60,kg,440,mantiqueira de minas,NA,Pulped natural / honey,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Other,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,0.11,0,0,Green,5,"November 29th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1100,1100,1100
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,好自在咖啡莊園,宸嶧國際,60,kg,10,苗栗泰安,簡義榮,Washed / Wet,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,0.07,0,0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,850,850,850
80.08,Arabica,honor dela fuente,Nicaragua,NA,NA,costco wholesale industries,5,lbs,1,NA,NA,Natural / Dry,Specialty Coffee Association,2013,"February 25th, 2014",Honor dela Fuente,NA,Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,0.1,0,0,Green,4,"February 25th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,30,kg,10,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,Other,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200,200,200
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,Washed / Wet,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,150,150,150
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,Semi-washed / Semi-pulped,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,250,250,250
80.08,Arabica,israel eduardo paz garcia,Mexico,el tabaco,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,13,zaragoza itundujia,ALBERTA TEODORO ANALCO,Washed / Wet,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,0.15,0,0,None,0,"September 14th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
80.08,Arabica,federico pacheco perez,Mexico,NA,NA,NA,1,kg,10,escuitla,FEDERICO PACHECO PEREZ,Washed / Wet,AMECAFE,2012,"August 30th, 2012",FEDERICO PACHECO PEREZ,Typica,Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,0.14,1,0,Green,17,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
80,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",69,kg,275,jinotega,RONALDO LACAYO CARDENAL,Washed / Wet,Instituto Hondureño del Café,2017,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,0.1,0,0,Green,5,"June 13th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1250,1250,1250
80,Arabica,ngu shwe li,Myanmar,doe kwin,ngu shwe li coffee estate,ngu shwe li coffee estate,2,kg,1,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,Washed / Wet,Coffee Quality Institute,2015,"July 17th, 2015",Ngu Shwe Li,Other,Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,0,0,0,Green,4,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,3845,3845,3845
80,Arabica,kurt kappeli,Mexico,various,productores de cafes especiales sc,globus coffee,2,kg,280,"sierra fraylesca, chiapas",various small producers,Washed / Wet,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,0,0,0,Green,2,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1500,1400
80,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,Washed / Wet,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,250,250,250
80,Arabica,doi tung development project,Thailand,doi tung development project,doi tung development project,doi tung development project,1,kg,2,thailand,Doi Tung Development Project,Washed / Wet,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,NA,Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,0,0,0,Green,0,"May 29th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
80,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",alcafe s.a. de c.v,NA,1,kg,20,coatepec,PABLO ENRIQUE MARTINEZ GAMA,Washed / Wet,AMECAFE,2012,"September 10th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,0.12,0,0,Green,9,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
80,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",finca camila,NA,1,kg,256,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,Washed / Wet,AMECAFE,2012,"September 4th, 2012",SEMIRAMIS CASAS VELAZQUEZ,Other,Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,0.11,0,0,Green,12,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
79.92,Arabica,federacion nacional de cafeteros,Colombia,NA,NA,federacion nacional de cafeteros,2,kg,275,huila,NA,Washed / Wet,Almacafé,2015,"April 23rd, 2015",Federacion Nacional de Cafeteros,NA,Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,0,0,0,Green,1,"April 22nd, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
79.92,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,kg,12,kona,NA,Natural / Dry,Specialty Coffee Association,2014,"May 12th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0.11,1,0,Green,3,"May 12th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
79.92,Arabica,calixto guillen vazquez,Mexico,various,productores de cafes especiales sc,"finca triunfo verde, s.c.",1,kg,400,chiapas,VARIOS PRODUCTORES,Washed / Wet,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,0.12,0,0,Green,4,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
79.92,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,1,kg,10,"motozintla, chiapas",MARTHA PALACIOS,Washed / Wet,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,0.12,1,0,Green,7,"September 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
79.92,Arabica,christina dusing,Mexico,rancho san francisco iii,ecc beneficio veracruz,NA,1,kg,82,veracruz,DELMAR MORENO GUILLEN,Washed / Wet,AMECAFE,2012,"August 30th, 2012",CHRISTINA DUSING,Bourbon,Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,0,0,0,NA,0,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
79.92,Arabica,montegrande,Mexico,finca monte grande,"finca montegrande, jaltenango",NA,1,kg,250,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,Washed / Wet,AMECAFE,2012,"July 26th, 2012",MONTEGRANDE,Catuai,Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,0.11,0,0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
79.92,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,"finca la orduña, coatepec, ver.",NA,1,kg,100,coatepec,PABLO ENRIQUE MARTINEZ GAMA,Natural / Dry,AMECAFE,2012,"July 11th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,0.12,0,0,Green,6,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
79.92,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,"cosautlan de carvajal, veracruz, méxico",cafetalera la asunción s.a. de c.v.,1,kg,209,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,Washed / Wet,AMECAFE,2012,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Mundo Novo,Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,0.11,0,0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
79.83,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,sasini mills / thika cofee mills,taylor winch (coffee) ltd,12000,kg,200,kiambu,YARA / BENVAR,Washed / Wet,Kenya Coffee Traders Association,2017,"August 25th, 2017",Kennedy Macharia,SL34,Wet,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,0.11,0,1,NA,5,"August 25th, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1500,1500,1500
79.83,Arabica,juan luis alvarado romero,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,JORGE LEAL,Washed / Wet,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0.1,0,0,Green,2,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700,1700,1700
79.83,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,beneficio soppexcca,asociación aldea global jinotega,2,kg,75,jinotega,Asociación Aldea Global Jinotega,Washed / Wet,Asociación de Cafés Especiales de Nicaragua,2014,"March 30th, 2015",Asociación Aldea Global Jinotega,Caturra,Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0.11,0,0,Green,0,"March 29th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1250,1250,1250
79.83,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,cafetalera la cuchilla,NA,1,kg,250,veracruz,CIRO DE LA VEQUIA CESSA,Washed / Wet,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,0.12,0,0,Green,3,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
79.83,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,12,kona,NA,Natural / Dry,Specialty Coffee Association,2012,"April 5th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0.12,7,0,Blue-Green,10,"April 5th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
79.75,Arabica,juan luis alvarado romero,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,oriente,"AGRICOLA EL PILAR, S.A.",Washed / Wet,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,4,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,190164,190164,190164
79.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,ka-vulungan coffee estate,"red on tree co., ltd.",50,kg,28,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,Natural / Dry,Specialty Coffee Association,2014,"March 21st, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0,0,0,NA,0,"March 20th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,1200,1000
79.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.",20,kg,50,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,Washed / Wet,Specialty Coffee Association,2013,"July 28th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0.1,0,0,Blue-Green,0,"July 28th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,500,700,600
79.75,Arabica,doi tung development project,Thailand,NA,doi tung development project,doi tung development project,1,kg,1,thailand,Doi Tung Development Project,Washed / Wet,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,NA,Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,0.12,0,0,Green,0,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
79.75,Arabica,dane loraas,Peru,NA,NA,sustainable harvest,5,lbs,320,huanuco,NA,Washed / Wet,Specialty Coffee Association,2013,"January 23rd, 2014",Dane Loraas,NA,Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0.12,1,0,Green,2,"January 23rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
79.75,Arabica,the coffee source inc.,Costa Rica,several,coopeagri,the coffee source inc.,2,kg,275,brunca,Coopeagri,Washed / Wet,Specialty Coffee Association,2013,"September 23rd, 2013",The Coffee Source Inc.,Catuai,Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,0.1,0,0,Bluish-Green,4,"September 23rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100,1100,1100
79.75,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1,kg,310,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,Washed / Wet,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,0.12,0,0,Green,4,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400,1400,1400
79.75,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,NA,comon yaj noptic s. de ss,1,kg,275,chiapas,COMONYAJ NOPTIC S DE SS,Washed / Wet,AMECAFE,2013,"March 29th, 2013",LEONIDES DE LA CRUZ LOPEZ,Bourbon,Wet,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,0.13,0,0,Green,4,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1022,1022,1022
79.75,Arabica,calixto guillen vazquez,Mexico,various,productores de cafes especiales sc,"finca triunfo verde, s.c.",1,kg,380,chiapas,VARIOS PRODUCTORES,Washed / Wet,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,0.12,0,0,Green,5,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
79.75,Arabica,israel eduardo paz garcia,Mexico,peña negra,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,12,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,Washed / Wet,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Bourbon,Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,0.14,0,0,None,0,"September 14th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1450,1450,1450
79.75,Arabica,alfredo bojalil,Mexico,el vergel,amsa oaxaca,ecomtrading,1,kg,250,pochutla,ANGEL GONZALES,Washed / Wet,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,0.1,1,0,Green,22,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1050,1050,1050
79.75,Arabica,lusso lab,Guatemala,genuine antigua medina,NA,lusso coffee lab,69,kg,275,antigua,Jorge Bolanos,Washed / Wet,Specialty Coffee Association,2012,"July 23rd, 2012",LUSSO LAB,Bourbon,Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,0,0,0,Green,4,"July 23rd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
79.75,Arabica,montegrande,Mexico,finca monte grande,NA,cafe montegrande,1,kg,36,tuxtla gutierrez,ALFREDO MOISES CEJA,Washed / Wet,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Typica,Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,0.12,0,0,NA,7,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
79.67,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,oriente,JESUS RAMIREZ,Washed / Wet,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,2,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
