total_cup_points,species,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance
81.83,Arabica,Mexico,finca muxbal,ecc beneficio veracruz,NA,1,kg,302,veracruz,2012,"August 31st, 2012",CHRISTINA DUSING,Bourbon,Wet,7.83,7.33,7.25,7.58,7.25,7.33
81.83,Arabica,Mexico,el deseo,beneficio el grande,NA,1,kg,15,coatepec,2012,"July 11th, 2012",JORGE FRANCISCO MARTINEZ HACHITY,Typica,Semi-washed,7.33,7.33,7.25,7.5,7.5,7.5
81.75,Arabica,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.5,7.25,7.42,7.42,7.33
81.75,Arabica,Vietnam,apollo estate,apollo estate,"sunvirtue co., ltd.",2,kg,1,vietnam,2014,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Wet,7,7.08,7.33,7.5,7.5,7.33
81.75,Arabica,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro convenant estate,60,kg,1,ngorogoro,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Wet,7.42,7.42,7.42,7.42,7.33,7.33
81.75,Arabica,Brazil,NA,NA,cafe politico,5,lbs,1,NA,2013,"August 25th, 2014",Cafe Politico,NA,Dry,7.17,7.25,7.17,7.25,7.42,8.25
81.75,Arabica,Mexico,los magueyes,en santa maria temaxcalapa,NA,1,kg,10,"tenango de doria, hidalgo",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Wet,7.5,7.5,7.33,7.42,7.25,7.25
81.75,Arabica,Mexico,finca tepictla,tepictla y xalapa veracruz,NA,1,kg,100,tepictla,2012,"September 10th, 2012",SERGIO LANDA ALARCON,Mundo Novo,Wet,7.42,7.5,7.17,7.67,7.33,7.42
81.75,Arabica,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa","arroyo triste, arroyo triste, san jose vista hermosa",NA,1,kg,42,oaxaca,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Wet,7.42,7.5,7.33,7.58,7.33,7.33
81.75,Arabica,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1,kg,250,la concordia,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Wet,7.33,7.42,7.33,7.67,7.42,7.25
81.75,Arabica,Mexico,santa cruz - pante doña graciela,NA,finca las nubes,1,kg,28,la concordia,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Wet,7.5,7.42,7.25,7.33,7.67,7.25
81.75,Arabica,Colombia,NA,trilladora bonanza - armenia quindioa,exportadora de cafe condor s.a,70,kg,250,huila,2011,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Caturra,Wet,7.33,7.42,7.33,7.33,7.5,7.67
81.67,Arabica,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.42,7.5,7.25,7.5,7.5,7.25
81.67,Arabica,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.42,7.08,7.42,7.33,7.42
81.67,Arabica,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",69,kg,80,santa rosa,2017,"June 5th, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.33,7.17,7.67,7.33,7.42
81.67,Arabica,Honduras,bethel,dry mill,cadexsa,69,kg,275,marcala,2016,"May 2nd, 2016",CADEXSA,Catuai,Wet,7.58,7.5,7.33,7.33,7.42,7.25
81.67,Arabica,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,2,kg,320,south of minas,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Dry,7.25,7.75,6.92,7.42,7.5,7.58
81.67,Arabica,"Tanzania, United Republic Of",multiple,dae ltd,dae ltd company,60,kg,20,mbinga,2014,"January 2nd, 2015",DAE Ltd Company,Other,Wet,7.42,7.33,7.25,7.42,7.5,7.42
81.67,Arabica,"Tanzania, United Republic Of",ilomba 1,tembo coffee company ltd,tembo coffee company ltd,60,kg,10,"ilomba vilage, mbozi",2013,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Wet,7.33,7.33,7.5,7.25,7.42,7.33
81.67,Arabica,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,300,south of minas,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Wet,7.25,7.42,7.25,7.5,7.5,7.42
81.67,Arabica,Indonesia,NA,NA,volcafe specialty coffee,4,kg,320,bener meriah,2013,"May 23rd, 2014",Chris Finch,Sumatra,Semi-washed,7.17,7.42,7.33,7.42,7.33,7.42
81.67,Arabica,Honduras,gran manzana y el aguacate,cigrah sps,cigrah,1,kg,275,comayagua,2014,"May 16th, 2014",NA,Caturra,Dry,7.5,7.33,7.5,7.5,7.17,7.17
81.67,Arabica,Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",69,kg,275,tarrazu,2013,"April 26th, 2014","CECA, S.A.",Caturra,Wet,7.5,7.17,7.17,7.17,7.5,7.08
81.67,Arabica,Mexico,NA,NA,sustainable harvest,5,lbs,320,veracruz,2014,"April 2nd, 2014",Dane Loraas,NA,Wet,7.42,7.42,7.67,8,7.58,7.5
81.67,Arabica,Taiwan,mu he zi coffee 木盒子咖啡園,mu he zi coffee 木盒子咖啡園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.5,7.5,7.5,7.25,7.42,7.25
81.67,Arabica,Taiwan,guo xin ka fei 國昕咖啡,guo xin ka fei 國昕咖啡,blossom valley宸嶧國際,30,kg,10,nantou,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.58,7.42,7.33,7.42,7.33,7.33
81.67,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1,kg,310,"la concordia, chiapas",2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Wet,7.5,7.42,7.08,7.58,7.33,7.33
81.67,Arabica,Guatemala,finca el morito,beneficio el morito,finca el morito,69,kg,275,jalapa,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.67,7.33,7.33,7.33,7.33
81.67,Arabica,Mexico,finca cafetalera la suiza,"municipio monte cristo de guerrero, chiapasmunicipio monte cristo de guerrero","productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",1,kg,100,tuxtla gutierrez,2012,"September 11th, 2012",VIRGINIA GORDILLO GORDILLO,Typica,Wet,7.25,7.67,7.58,7.67,7.67,7.58
81.67,Arabica,Mexico,NA,"yajalon, chiapas",NA,1,kg,15,yajalon,2012,"August 30th, 2012",JOSE LUIS MUNOZ GUERRERO,Bourbon,Wet,7.67,7.25,7.17,7.75,7.5,7.25
81.67,Arabica,Mexico,ucipa santa catarina,ecc beneficio veracruz,NA,1,kg,275,veracruz,2012,"July 27th, 2012",CHRISTINA DUSING,Bourbon,Wet,7.5,7.42,7.33,7.42,7.42,7.42
81.67,Arabica,Mexico,finca nueva linda,"la concordia, chiapas",ecomtrading,1,kg,250,"la concordia, chiapas",2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Wet,7.58,7.42,7.25,7.58,7.25,7.17
81.67,Arabica,Mexico,sacún palma,sacún palma,"estrategias constructivas corzu, s.a. de c.v.",1,kg,12,"sacún palma, municipio de chilón, chiapas",2012,"February 29th, 2012",MIGUEL CORTES MORENO,Caturra,Semi-washed,7.75,7.58,7.25,7.17,7.58,7.33
81.67,Arabica,United States (Hawaii),NA,NA,cqi,100,lbs,13,kona,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Wet,7.42,7.33,7.33,7.33,7.17,7.83
81.58,Arabica,Honduras,various,cafico,molinos de honduras,69,kg,275,western region,2018,"January 19th, 2018",MDH,Catimor,Wet,7.5,7.42,7.08,7.42,7.5,7.33
81.58,Arabica,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,huehuetenango,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.42,7.08,7.5,7.42,7.33
81.58,Arabica,Taiwan,baishengcun coffee 百勝村咖啡莊園,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,50,kg,20,natou county,2016,"July 15th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.42,7.42,7.25,7.67,7.33,7.25
81.58,Arabica,Costa Rica,cafetalera aquiares,cafetalera aquiares,"ceca,s.a.",69,kg,250,turrialba,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Wet,7.58,7.42,7.5,7.17,7.08,7.58
81.58,Arabica,"Tanzania, United Republic Of",acacia hills,acacia hills ltd,acacia hills ltd,60,kg,100,"oldeani , mongola",2014,"December 18th, 2014",Acacia Hills Ltd,Other,Wet,7.42,7.42,7.33,7.42,7.42,7.33
81.58,Arabica,Malawi,kavuzi,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,10,mzuzu,2014,"October 31st, 2014",AFCA,Gesha,Wet,7.42,7.42,7.17,7.58,7.33,7.33
81.58,Arabica,Taiwan,jacob's estate 雅谷咖啡,jacob's estate 雅谷咖啡,"red on tree co., ltd.",20,kg,50,natou county,2014,"August 25th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed,7.33,7.17,7.08,7.08,8.33,8.25
81.58,Arabica,Brazil,rio verde,ipanema coffees,ipanema coffees,60,kg,300,south of minas,2013/2014,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Wet,7.42,7.42,7.33,7.33,7.5,7.25
81.58,Arabica,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.33,7.17,7.58,7.42,7.5
81.58,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1,kg,310,"la concordia, chiapas",2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Wet,7.67,7.5,7.42,7.5,6.75,7.42
81.58,Arabica,Mexico,las nubes - pante don jaime,NA,finca santa cruz,1,kg,28,la concordia,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Marigojipe,Dry,7.33,7.5,7.25,7.5,7.5,7.17
81.58,Arabica,Mexico,santa cruz - pante don jaime,NA,finca santa cruz,1,kg,28,la concordia,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Dry,7.67,7.58,7.42,7.58,7.58,7.42
81.5,Arabica,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,santa rosa,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.58,7.17,7.42,7.33,7.42
81.5,Arabica,Nicaragua,finca las marías,beneficio atlantic condega,exportadora atlantic s.a,69,kg,550,jalapa,2017,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33
81.5,Arabica,Honduras,las cuchillas,cigrah,cigrah,69,kg,275,comayagua,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Wet,7.5,7.5,7.33,7.42,7.17,7.25
81.5,Arabica,Taiwan,谷泉咖啡莊園,寶島咖啡,宸嶧國際,2,kg,123,古坑鄉荷包村尖山坑60號,2015,"September 17th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Dry,7.5,7.42,7.33,7.08,7.58,7.25
81.5,Arabica,Myanmar,mixed,genius coffee estate,"aung nay lin htun co., ltd",1,kg,1,ywar ngan township,2015,"July 17th, 2015",Genius Coffee,Catuai,Wet,7.25,7.42,7.25,7.5,7.33,7.33
81.5,Arabica,Costa Rica,several,several,santa laura exportadora de cafe s.l.e.c. s.a.,1,kg,250,occidental,2014,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Wet,7.83,7.33,7.08,7.08,7.33,7.5
81.5,Arabica,Malawi,chinongo,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,15,mzuzu,2014,"November 4th, 2014",AFCA,Gesha,Wet,7.67,7.42,6.92,7.5,7.5,7.17
81.5,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,250,oriente,2014,"September 23rd, 2014",Juan Luis Alvarado Romero,Other,Wet,7.5,7.42,7.17,7.58,7.25,7.42
81.5,Arabica,Taiwan,good mood coffee 馨晴咖啡,good mood coffee 馨晴咖啡,"red on tree co., ltd.",20,kg,50,natou county,2014,"August 18th, 2014","Lin, Che-Hao Krude 林哲豪
",Typica,Wet,7.42,7.33,7.67,7.33,7.42,7.5
81.5,Arabica,Brazil,pereira estate coffee,carapina armazens gerais,exportadora de cafés carmo de minas ltda,60,kg,300,sul de minas,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed,7.58,7.5,7.5,7.67,7.67,7.83
81.5,Arabica,Haiti,mixed,coopacvod,haiti coffee,4,lbs,300,"dondon, haiti",2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Blue Mountain,Wet,7.42,7.33,7.25,7.42,7.42,7.33
81.5,Arabica,Taiwan,xu yuan zhang 徐源漳,xu yuan zhang 徐源漳,blossom valley宸嶧國際,30,kg,5,taichung xinshe 台中市新社區,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33
81.5,Arabica,Mexico,nueva linda,amsa tuxtla,ecomtrading,1,kg,250,"la concordia, chiapas",2013,"March 11th, 2013",ALFREDO BOJALIL,Typica,Wet,7.33,7.33,7.17,7.42,7.5,7.5
81.5,Arabica,Mexico,productor independiente guadalupe victoria,amsa tuxtla,ecomtrading,1,kg,250,amatenango de la frontera,2012,"August 30th, 2012",ALFREDO BOJALIL,Typica,Wet,7.58,7.42,7.25,7.42,7.33,7.33
81.5,Arabica,Mexico,santa maria temaxcalapa,santa maria temaxcalapa,NA,1,kg,30,temaxcalapa,2012,"August 29th, 2012",JOSE LUIS MUNOZ GUERRERO,Catuai,Wet,7.42,7.25,7.17,7.42,7.17,8
81.5,Arabica,Mexico,canoa manzanillo,canoa manzanillo,NA,1,kg,20,manzanillo,2012,"August 1st, 2012",JOSE LUIS MUNOZ GUERRERO,Typica,Semi-washed,7.33,7.5,7.33,7.33,7.33,7.42
81.5,Arabica,Mexico,hamburgo 7 arroyos,finca hamburgo,NA,80,kg,50,tapachula,2012,"July 26th, 2012",TOMAS EDELMANN BLASS,Bourbon,Wet,7.42,7.42,7.33,7.17,7.25,7.42
81.5,Arabica,Mexico,el romance azul,"el romnace azul, rio verde",NA,1,kg,15,atoyac de alvarez,2012,"July 26th, 2012",MARIA DE LA PAZ AGUILAR GUILLEN,Typica,Dry,7.5,7.5,7.25,7.5,7.42,7.58
81.5,Arabica,Indonesia,"ijen highland, east java",pt. perkebunan nusantara xii,scai,60,kg,10,ijen,2012,"May 24th, 2012",Specialty Coffee Association of Indonesia,Other,Wet,7.75,7.17,7.17,7.33,7.58,7.33
81.5,Arabica,Brazil,sertao,cocarive,exportadora de cafés carmo de minas ltda,1,kg,300,sul de minas,2012,"April 12th, 2012",Jacques Pereira Carneiro,Bourbon,Semi-washed,7.5,7.42,7.17,7.42,7.5,7.33
81.5,Arabica,Guatemala,chiquimulja / alpha cafe / senfro,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.5,7.33,7.42,7.17,7.33
81.42,Arabica,Mexico,cafetal,cafes tomari sa de cv,cafes tomari sa de cv,69,kg,200,veracruz,2017,"May 12th, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Wet,7.58,7.33,7.08,7.33,7.5,7.33
81.42,Arabica,Guatemala,nueva granada,beneficio nueva granada,"agricola nueva granada, s.a.",69,kg,450,san marcos,2016,"March 17th, 2016",Juan Luis Alvarado Romero,Catuai,Wet,7.42,7.33,7.08,7.58,7.33,7.25
81.42,Arabica,Brazil,fazenda rio brilhante,17/18,cafebras comercio de cafés do brasil sa,60,kg,300,cerrado,2015/2016,"December 3rd, 2015",Cafebras,Catuai,Dry,7.33,7.5,7.5,7.33,6.83,7.42
81.42,Arabica,Honduras,cerro bueno,cadexsa,cadexsa,1,kg,275,marcala,2015,"May 12th, 2015",CADEXSA,Catuai,Wet,7.5,7.33,7.17,7.25,7.5,7.42
81.42,Arabica,Taiwan,山彎有機咖啡農場,三彎農會,宸嶧國際,60,kg,10,苗栗三灣,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.83,7.75,7.42,7.17,7.08,7.08
81.42,Arabica,Malawi,chimpumba,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,12,mzuzu,2014,"November 4th, 2014",AFCA,Gesha,Wet,7.58,7.17,7.33,7.42,7.08,7.42
81.42,Arabica,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,320,south of minas,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Dry,7.25,7.5,7.42,7.17,7.33,7.33
81.42,Arabica,Guatemala,santo tomas pachuj,humedo: finca santo tomas pachuj y seco: beneficio palinsa,cafcom,69,kg,250,"san lucas toliman, solola",2014,"May 26th, 2014",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.5,7.17,7.42,7.42,7.42
81.42,Arabica,Mexico,various,cafe gourmet de sierra azul sc,globus coffee,2,kg,280,siltepec el triunfo,2014,"May 1st, 2014",Kurt Kappeli,Typica,Wet,7.67,7.33,7.25,7.17,7.25,7.42
81.42,Arabica,Peru,NA,NA,sustainable harvest,5,lbs,280,puno,2013,"February 27th, 2014",Dane Loraas,NA,Wet,7.42,7.42,7.17,7.33,7.42,7.42
81.42,Arabica,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"October 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.33,7.25,7.42,7.42,7.5
81.42,Arabica,Mexico,palantla,"en chiatipan, municipio de huazalingo",NA,1,kg,10,"huazalingo, hidalgo",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Wet,7.42,7.33,7.25,7.17,7.25,7.42
81.42,Arabica,Mexico,los brujos,NA,grupo cafetalero los brujos,1,kg,20,"coatepec, coatepec",2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Wet,7.42,7.42,7.25,7.25,7.5,7.33
81.42,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2011,"November 11th, 2011",Exportadora de Cafe Condor S.A,Caturra,Dry,7.5,7.42,7.25,7.17,7.17,7.75
81.33,Arabica,Colombia,NA,bachue,racafe & cia s.c.a,70,kg,230,huila,2016,"November 8th, 2016",Racafe & Cia S.C.A,Caturra,Wet,7.5,7.33,7.33,7.17,7.33,7.42
81.33,Arabica,Honduras,las cuchillas,dry mill,cigrah s.a de c.v,69,kg,275,comayagua,2016 / 2017,"June 9th, 2016",Bismarck Castro,Caturra,Wet,7.5,7.5,7,7.17,7.5,7.33
81.33,Arabica,Brazil,fazenda sacramento,17/18,cafebras comercio de cafés do brasil sa,60,kg,300,cerrado,2015/2016,"November 20th, 2015",Cafebras,Catuai,Dry,7.25,7.33,7.33,7.33,7.33,7.42
81.33,Arabica,Honduras,bethel,cadexsa,cadexsa,1,kg,275,marcala,2015,"May 22nd, 2015",CADEXSA,Catuai,Wet,7.58,7.42,7.17,7.42,7.17,7.17
81.33,Arabica,Brazil,sertao farm,carapina,exportadora de cafés carmo de minas ltda,60,kg,300,mantiqueira de minas,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33
81.33,Arabica,Philippines,bacofa,green beans,s3v international importing,2,kg,2,"davao city, region 11",2014,"November 13th, 2014",Victoria,Other,Wet,7.08,7.33,7.42,7.33,7.33,7.5
81.33,Arabica,Malawi,usingini farm,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,31,mzuzu,2014,"November 4th, 2014",AFCA,Gesha,Wet,7.75,7.33,7.08,7.33,7.33,7.25
81.33,Arabica,Honduras,el cerron,olam honduras,"olam honduras, s.a.",1,kg,275,san marcos,2014,"January 22nd, 2014",Mayra Yessenia Torres,Catuai,Wet,7.33,7.33,7.17,7.33,7.5,7.33
81.33,Arabica,Mexico,NA,"tapachula, chiapas",indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1,kg,250,tapachula,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Wet,7.58,7.42,7.25,7.33,7.25,7.25
81.33,Arabica,Mexico,cruz verde,cruz verde,NA,1,kg,70,veracruz,2012,"July 11th, 2012",HECTOR GABRIEL BARREDA NADER,Typica,Wet,7.33,7.25,7.17,7.42,7.58,7.33
81.33,Arabica,Brazil,fazendas klem ltda,dry mill,klem organics coffee,5,kg,42,matas de minas,NA,"November 15th, 2017
",KlemOrganics,Catuai,Dry,7.5,7.58,7.5,7.5,7.75,7.83
81.25,Arabica,Taiwan,jing jing café 晶晶坊青山咖啡教室,jing jing café 晶晶坊青山咖啡教室,taiwan coffee laboratory,50,kg,20,"dongshan dist., tainan city 台南市東山區",2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Dry,7.83,7.75,7.67,7.83,7.83,7.75
81.25,Arabica,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,2,kg,320,south of minas,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Dry,7.17,7.42,7.17,7.08,6.92,8.17
81.25,Arabica,Nicaragua,cafetales santa matilde,san carlos,"comercial internacional exportadora, s.a.",69,kg,275,jinotega,2015,"July 6th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Wet,7.08,7.5,7.33,7.17,7.42,7.25
81.25,Arabica,Honduras,cerro bueno,cadexsa,cadexsa,1,kg,275,marcala,2015,"May 12th, 2015",CADEXSA,Catuai,Wet,7.42,7.17,7.17,7.5,7.33,7.25
81.25,Arabica,Guatemala,el injerto s.a.,el injerto s.a.,essence coffee,55,lbs,36,huehuetenango,2014,"March 21st, 2015",EssenceCoffee,Pacamara,Wet,7.33,7.42,7.17,7.25,7.42,7.33
81.25,Arabica,"Tanzania, United Republic Of",shangrilla estate,shangrilla estate ltd,shangrilla estate ltd,60,kg,100,karatu ngorogoro,2014,"December 17th, 2014",Shangrilla Estate Ltd,Other,Wet,7.33,7.17,7.17,7.5,7.25,7.42
81.25,Arabica,Taiwan,jia jia coffee 佳佳咖啡莊,jia jia coffee 佳佳咖啡莊,blossom valley宸嶧國際,30,kg,10,nantou,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.5,7.5,7.25,7.25,7.25,7.25
81.25,Arabica,Guatemala,finca medina,beneficio 2000,"siembras vision, s.a.",69,kg,250,"sacatepequez, guatemala",2013,"March 4th, 2013",Juan Luis Alvarado Romero,Caturra,Wet,7.5,7.33,7.5,7.58,7,7.25
81.25,Arabica,Mexico,finca chanjul,agroindustrias unidas de mexico,ecomtrading,1,kg,250,motozintla,2012,"July 26th, 2012",ALFREDO BOJALIL,Typica,Wet,7.42,7.42,7.33,7.33,7.5,7.42
81.17,Arabica,Nicaragua,las promesas de san blass,beneficio atlantic planta procedora condega,exportadora atlantic s.a,69,kg,275,"dipilto, nueva segovia",2016,"March 8th, 2017","Exportadora Atlantic, S.A.",NA,Wet,7.33,7.5,7.17,7.17,7.58,7.17
81.17,Arabica,"Tanzania, United Republic Of",mviwambi coffee farmers,NA,mviwambi coffee farm,60,kg,100,"ruvuma, mbinga",2015/2016,"November 16th, 2015",Immaculata John,Bourbon,Wet,7.67,7.17,7.17,7.33,7.5,7.17
81.17,Arabica,Mexico,exportadora café california,exportadora café california,exportadora café california,1,kg,275,"chiapas, jaltenango",2015,"June 25th, 2015",ANDREAS KUSSMAUL,Caturra,Wet,7.75,7.58,7.08,7.25,7.08,7.25
81.17,Arabica,Costa Rica,el patalillo,el patalillo,"cafetalera internacional cafinter, s.a.",18975,kg,275,tres rios,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Wet,7.5,7.5,7.33,7.17,7.08,7.17
81.17,Arabica,Honduras,los hicaques,cigrah,cigrah,1,kg,275,central region,2015,"March 11th, 2015",NA,Catuai,Dry,7.42,7.33,7,7.42,7.33,7.33
81.17,Arabica,Thailand,NA,NA,"coffeas co., ltd",20,kg,20,chiangrai,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Wet,6.83,7.42,7.42,7.17,7.5,7.42
81.17,Arabica,Philippines,"irisan, baguio",green beans,s3v international importing,2,kg,2,corillera administrative,2014,"January 8th, 2015",Victoria,Typica,Dry,7.25,7.25,7.25,7.08,7.58,7.5
81.17,Arabica,"Tanzania, United Republic Of",ampcg,taylor winch (t) ltd,taylor winch (t) ltd,60,kg,320,mbinga,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Bourbon,Wet,7.58,7.17,7.17,7.33,7.33,7.25
81.17,Arabica,Malawi,makoka valley estate,r.w.j. wallace ltd,r.w.j wallace ltd,60,kg,300,southern- zomba,2014,"November 4th, 2014",AFCA,Caturra,Wet,7.58,7.25,7.33,7.08,7.33,7.33
81.17,Arabica,Costa Rica,various,coricafe sa,coricafe s.a.,1,kg,250,central valley,2014,"May 9th, 2014",Eric Thormaehlen,Catuai,Wet,7.33,7.08,7.33,7.25,7.33,7.58
81.17,Arabica,Brazil,juliana,NA,bourbon specialty coffees,1,kg,300,monte carmelo,2013,"February 4th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Dry,7.42,7.42,7.17,7.42,7.33,7.25
81.17,Arabica,Mexico,NA,"tapachula, chiapas",indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1,kg,250,tapachula,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Dry,7.42,7.25,7.08,7.75,7.42,7.17
81.17,Arabica,Guatemala,finca quequesquez,finca quequesquez,the coffee source inc.,1,kg,250,oriente,2012,"August 20th, 2012",The Coffee Source Inc.,Caturra,Wet,7.42,7.25,7.33,7.25,7.25,7.42
81.17,Arabica,Brazil,fazenda são sebastião,NA,nucoffee,60,kg,17,south of minas,2012,"January 23rd, 2012",NUCOFFEE,Mundo Novo,Dry,7.42,7.33,7.25,7.42,7.5,7.17
81.08,Arabica,Ethiopia,NA,dry mill,kerchanshe trading plc,60,kg,300,sidamo,2016,"July 14th, 2017",KERCHANSHE,NA,Dry,7.42,7.33,7.17,7.33,7.42,7.17
81.08,Arabica,Brazil,fazenda são josé mirante,garca armazens,garca armazens,60,kg,500,alta paulista (sao paulo),2016,"June 21st, 2017",Gregorio Sebba,Mundo Novo,Dry,7.58,7.42,7.5,7.25,7.75,7.58
81.08,Arabica,Nicaragua,cafetales santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",69,kg,275,jinotega,2015,"March 28th, 2015",Rolando Lacayo,Other,Wet,7.33,7.33,7.33,7.42,7.33,7.33
